study,dataset,variable,label,concept,questionnaire,search,question,item,is_primary_key,basket_key,basket_is_default,,conceptual_dataset,period
soep-is,MEM12_IS,mem0912ad,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912ae,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912af,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912ag,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912ah,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912ai,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912aj,,,soep-is-2012-aufwuchs,mem0912a,Q200,mem0912a,,,,,,
soep-is,MEM12_IS,mem0912b,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912c,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912d,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912e,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912f,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912g,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912h,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912i,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0912j,,,soep-is-2012-aufwuchs,mem0912,Q199,mem0912,,,,,,
soep-is,MEM12_IS,mem0913a,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913aa,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ab,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ac,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ad,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ae,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913af,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ag,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ah,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913ai,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913aj,,,soep-is-2012-aufwuchs,mem0913a,Q200,mem0913a,,,,,,
soep-is,MEM12_IS,mem0913b,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913c,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913d,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913e,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913f,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913g,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913h,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913i,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0913j,,,soep-is-2012-aufwuchs,mem0913,Q199,mem0913,,,,,,
soep-is,MEM12_IS,mem0914a,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914aa,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ab,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ac,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ad,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ae,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914af,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ag,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ah,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914ai,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914aj,,,soep-is-2012-aufwuchs,mem0914a,Q200,mem0914a,,,,,,
soep-is,MEM12_IS,mem0914b,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914c,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914d,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914e,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914f,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914g,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914h,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914i,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0914j,,,soep-is-2012-aufwuchs,mem0914,Q199,mem0914,,,,,,
soep-is,MEM12_IS,mem0915a,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915aa,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ab,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ac,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ad,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ae,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915af,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ag,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ah,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915ai,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915aj,,,soep-is-2012-aufwuchs,mem0915a,Q200,mem0915a,,,,,,
soep-is,MEM12_IS,mem0915b,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915c,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915d,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915e,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915f,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915g,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915h,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915i,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0915j,,,soep-is-2012-aufwuchs,mem0915,Q199,mem0915,,,,,,
soep-is,MEM12_IS,mem0916a,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916aa,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ab,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ac,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ad,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ae,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916af,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ag,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ah,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916ai,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916aj,,,soep-is-2012-aufwuchs,mem0916a,Q200,mem0916a,,,,,,
soep-is,MEM12_IS,mem0916b,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916c,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916d,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916e,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916f,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916g,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916h,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916i,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0916j,,,soep-is-2012-aufwuchs,mem0916,Q199,mem0916,,,,,,
soep-is,MEM12_IS,mem0917a,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917aa,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ab,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ac,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ad,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ae,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917af,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ag,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ah,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917ai,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917aj,,,soep-is-2012-aufwuchs,mem0917a,Q200,mem0917a,,,,,,
soep-is,MEM12_IS,mem0917b,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917c,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917d,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917e,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917f,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917g,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917h,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917i,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0917j,,,soep-is-2012-aufwuchs,mem0917,Q199,mem0917,,,,,,
soep-is,MEM12_IS,mem0918a,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918aa,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ab,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ac,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ad,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ae,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918af,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ag,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ah,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918ai,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918aj,,,soep-is-2012-aufwuchs,mem0918a,Q200,mem0918a,,,,,,
soep-is,MEM12_IS,mem0918b,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918c,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918d,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918e,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918f,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918g,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918h,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918i,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0918j,,,soep-is-2012-aufwuchs,mem0918,Q199,mem0918,,,,,,
soep-is,MEM12_IS,mem0919a,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919b,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919c,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919d,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919e,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919f,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919g,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919h,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919i,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem0919j,,,soep-is-2012-aufwuchs,mem0919,Q199,mem0919,,,,,,
soep-is,MEM12_IS,mem09kaa,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kaaa,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaab,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaac,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaad,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaae,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaaf,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaag,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaah,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaai,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kaaj,,,soep-is-2012-aufwuchs,mem09kaa,Q200,mem09kaa,,,,,,
soep-is,MEM12_IS,mem09kab,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kac,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kad,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kae,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kaf,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kag,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kah,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kai,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem09kaj,,,soep-is-2012-aufwuchs,mem09ka,Q199,mem09ka,,,,,,
soep-is,MEM12_IS,mem10,,,soep-is-2012-aufwuchs,mem10,Q195,,,,,,,
soep-is,MEM12_IS,mem11,,,soep-is-2012-aufwuchs,mem11,Q196,,,,,,,
soep-is,MEM12_IS,mem12,,,soep-is-2012-aufwuchs,mem12,Q194a,mem12,,,,,,
soep-is,MEM12_IS,mem13,,,soep-is-2012-aufwuchs,mem13,Q204,,,,,,,
soep-is,MEM12_IS,modul,,,,modul,,,,,,,,
soep-is,MEM12_IS,name,,,,name,,,,,,,,
soep-is,MEM12_IS,pnr,,,,pnr,,,,,,,,
soep-is,MEM12_IS,pnrfest,,,,pnrfest,,,,,,,,
soep-is,MEM12_IS,respid,,,,respid,,,,,,,,
soep-is,MEM12_IS,urhh,,,,urhh,,,,,,,,
soep-is,P12_IS,hnr,,,,hnr,,,,,,,,
soep-is,P12_IS,jahr,,,,jahr,,,,,,,,
soep-is,P12_IS,modul,,,,modul,,,,,,,,
soep-is,P12_IS,name,,,,name,,,,,,,,
soep-is,P12_IS,p7tag,,,soep-is-2012-aufwuchs,p7tag,Q148,,,,,,,
soep-is,P12_IS,palo,,,soep-is-2012-aufwuchs,palo,Q160d,,,,,,,
soep-is,P12_IS,pamt,,,soep-is-2012-aufwuchs,pamt,Q179,,,,,,,
soep-is,P12_IS,pang,,,soep-is-2012-aufwuchs,pang,Q178,,,,,,,
soep-is,P12_IS,parb,,,soep-is-2012-aufwuchs,parb,Q177,,,,,,,
soep-is,P12_IS,paus1,,,soep-is-2012-aufwuchs,paus1,Q159,,,,,,,
soep-is,P12_IS,paus2,,,soep-is-2012-aufwuchs,paus2,Q160a,,,,,,,
soep-is,P12_IS,paus3,,,soep-is-2012-aufwuchs,pausx,Q160,,,,,,,
soep-is,P12_IS,paus4,,,soep-is-2012-aufwuchs,pausx,Q160,,,,,,,
soep-is,P12_IS,paus5,,,soep-is-2012-aufwuchs,pausx,Q160,,,,,,,
soep-is,P12_IS,paz11,,,soep-is-2012-aufwuchs,paz11,Q164,,,,,,,
soep-is,P12_IS,paz12,,,soep-is-2012-aufwuchs,paz12,Q162,,,,,,,
soep-is,P12_IS,pazubi,,,soep-is-2012-aufwuchs,pazubi,Q180,,,,,,,
soep-is,P12_IS,pbefr1,,,soep-is-2012-aufwuchs,pbefr1,Q183,,,,,,,
soep-is,P12_IS,pbefr2,,,soep-is-2012-aufwuchs,pbefr2,Q163,,,,,,,
soep-is,P12_IS,pbeh1,,,soep-is-2012-aufwuchs,pbeh1,Q235,,,,,,,
soep-is,P12_IS,pbeh2,,,soep-is-2012-aufwuchs,pbeh2,Q236,,,,,,,
soep-is,P12_IS,pber,,,soep-is-2012-aufwuchs,pber,Q172,,,,,,,
soep-is,P12_IS,pberka,,,soep-is-2012-aufwuchs,pber,Q172,,,,,,,
soep-is,P12_IS,pbet,,,soep-is-2012-aufwuchs,pbet,Q118,,,,,,,
soep-is,P12_IS,pbra,,,soep-is-2012-aufwuchs,pbra,Q174,,,,,,,
soep-is,P12_IS,pbrut,,,soep-is-2012-aufwuchs,pbrut,Q192.2,pbrut,,,,,,
soep-is,P12_IS,pdatj,,,,pdatj,,,,,,,,
soep-is,P12_IS,pdatm,,,,pdatm,,,,,,,,
soep-is,P12_IS,pdatt,,,,pdatt,,,,,,,,
soep-is,P12_IS,pdr1,,,soep-is-2012-aufwuchs,pdr1,Q237,pdr1,,,,,,
soep-is,P12_IS,pdr2,,,soep-is-2012-aufwuchs,pdr2,Q237,pdr2,,,,,,
soep-is,P12_IS,pek01,,,soep-is-2012-aufwuchs,pek01,Q146,pek01,,,,,,
soep-is,P12_IS,pek011,,,soep-is-2012-aufwuchs,pek011,Q147.01,pek011,,,,,,
soep-is,P12_IS,pek02,,,soep-is-2012-aufwuchs,pek02,Q146,pek02,,,,,,
soep-is,P12_IS,pek021,,,soep-is-2012-aufwuchs,pek021,Q147.02,pek021,,,,,,
soep-is,P12_IS,pek03,,,soep-is-2012-aufwuchs,pek03,Q146,pek03,,,,,,
soep-is,P12_IS,pek031,,,soep-is-2012-aufwuchs,pek031,Q147.03,pek031,,,,,,
soep-is,P12_IS,pek04,,,soep-is-2012-aufwuchs,pek04,Q146,pek04,,,,,,
soep-is,P12_IS,pek05,,,soep-is-2012-aufwuchs,pek05,Q146,pek05,,,,,,
soep-is,P12_IS,pek051,,,soep-is-2012-aufwuchs,pek051,Q147.04,pek051,,,,,,
soep-is,P12_IS,pek07,,,soep-is-2012-aufwuchs,pek07,Q146,pek07,,,,,,
soep-is,P12_IS,pek071,,,soep-is-2012-aufwuchs,pek071,Q147.05,pek071,,,,,,
soep-is,P12_IS,pek08,,,soep-is-2012-aufwuchs,pek08,Q146,pek08,,,,,,
soep-is,P12_IS,pek081,,,soep-is-2012-aufwuchs,pek081,Q147.10,pek081,,,,,,
soep-is,P12_IS,pek09,,,soep-is-2012-aufwuchs,pek09,Q146,pek09,,,,,,
soep-is,P12_IS,pek091,,,soep-is-2012-aufwuchs,pek091,Q147.11,pek091,,,,,,
soep-is,P12_IS,pek11,,,soep-is-2012-aufwuchs,pek11,Q146,pek11,,,,,,
soep-is,P12_IS,pek111,,,soep-is-2012-aufwuchs,pek111,Q147.12,pek111,,,,,,
soep-is,P12_IS,pek18,,,soep-is-2012-aufwuchs,pek18,Q146,pek18,,,,,,
soep-is,P12_IS,pek181,,,soep-is-2012-aufwuchs,pek181,Q147.09,pek181,,,,,,
soep-is,P12_IS,pek20,,,soep-is-2012-aufwuchs,pek20,Q146,pek20,,,,,,
soep-is,P12_IS,pek201,,,soep-is-2012-aufwuchs,pek201,Q147.06,pek201,,,,,,
soep-is,P12_IS,pek21,,,soep-is-2012-aufwuchs,pek21,Q146,pek21,,,,,,
soep-is,P12_IS,pek211,,,soep-is-2012-aufwuchs,pek211,Q147.07,pek211,,,,,,
soep-is,P12_IS,pek22,,,soep-is-2012-aufwuchs,pek22,Q146,pek22,,,,,,
soep-is,P12_IS,pek221,,,soep-is-2012-aufwuchs,pek221,Q147.08,pek221,,,,,,
soep-is,P12_IS,pekno,,,soep-is-2012-aufwuchs,pekno,Q146,pekno,,,,,,
soep-is,P12_IS,pend1,,,soep-is-2012-aufwuchs,pend1,Q24636,,,,,,,
soep-is,P12_IS,pend2,,,soep-is-2012-aufwuchs,pend2,Q24637,pend2,,,,,,
soep-is,P12_IS,pend3,,,soep-is-2012-aufwuchs,pend3,Q24637,pend3,,,,,,
soep-is,P12_IS,pendka,,,soep-is-2012-aufwuchs,pendka,Q24637,pendka,,,,,,
soep-is,P12_IS,perw,,,soep-is-2012-aufwuchs,perw,Q161,,,,,,,
soep-is,P12_IS,perz,,,soep-is-2012-aufwuchs,perz,Q149,,,,,,,
soep-is,P12_IS,pfamst,,,,pfamst,,,,,,,,
soep-is,P12_IS,pform,,,,pform,,,,,,,,
soep-is,P12_IS,pfs011,,,soep-is-2012-aufwuchs,pfs011,Q242,pfs011,,,,,,
